Name,HasComputers
220,True
221,False
316,False
317,False
101,False
108,True
114,False
115,False
206,True
207,True
210,True
211,True
212,True
214,True
215,False
219,True
222,True
223,True
309,False
310,False
311,False
312,False
313,False
314,False
315,False
319,False
403,False
404,False
405,False
406,False
407,False
408,False
409,False
410,False
411,False
412,False
STEM1,True
STEM2,True
SportBase,False
